Headline,Description,Sentiment,Date,Link
Officers testify in Jam Master Jay murder trial,The two police officers who responded to the murder of Hip Hop legend Jam Master Jay testified in court Erica Byfield reporting\xa0\n,-0.1327879844166091,2024-01-30,https://www.nbcnewyork.com/news/officers-testify-in-jam-master-jay-murder-trial/5090296/
Caught on video Long Island man jumps on hood of suspects car during robbery,The suspect contacted the owner and agreed to pay $8000 for a Rolex watch and then drove to his home allegedly with the cash But it was all a scam,-0.63639897108078,2024-01-29,https://www.cbsnews.com/newyork/news/caught-on-video-long-island-man-jumps-on-hood-of-suspects-car-during-robbery/
Pedestrian killed scooter driver critically injured in separate Brooklyn crashes,In the latest incident a driver slammed into a 68-year-old man crossing Glenwood Rd at,-0.7130522131919861,2024-01-31,https://www.nydailynews.com/2024/01/31/pedestrian-killed-scooter-driver-critically-injured-in-separate-brooklyn-crashes/
Two straphangers robbed in separate Brooklyn and Manhattan subway incidents,Two straphangers were robbed in separate incidents in a Brooklyn subway station and a Manhattan,-0.5246586799621582,2024-01-27,https://www.nydailynews.com/2024/01/27/two-straphangers-robbed-in-separate-brooklyn-and-manhattan-subway-incidents/
NYC Council will override mayors veto of How Many Stops Act,The measure which was passed in December would require the NYPD to document every stop they make,-0.23452289999587705,2024-01-26,https://www.cbsnews.com/newyork/news/how-many-stops-act-veto-override-new-york-city-council/
Brooklyn woman stabbed to death remembered as ‘sweetheart of a person’,The Brooklyn woman fatally stabbed in an attack that also left her son in critical,-0.7559484243392944,2024-01-22,https://www.nydailynews.com/2024/01/22/donna-hyman-stabbed-remembered-sweetheart-starertt-city-brooklyn/
Alec Baldwin pleads not guilty to refiled manslaughter charge,Alec Baldwin pleaded not guilty to a refiled manslaughter charge stemming from the fatal shooting of Halyna Hutchins on the set of his film Rust,-0.24960247647118194,2024-01-31,https://www.cbsnews.com/newyork/news/alec-baldwin-pleads-not-guilty-refiled-manslaughter-charge-rust-shooting/
Run-DMC legend Jam Master Jay’s murder motivated by greed revenge Feds,A man and woman who watched Jam Master Jays final moments are expected to describe,-0.6414036154747009,2024-01-29,https://www.nydailynews.com/2024/01/29/jam-master-jays-murder-motivated-by-greed-and-revenge-prosecutor-tells-jury/
Brooklyn woman with freezer full of body parts charged victim ID’d as sex offender police,Heather Stines 44 was charged with concealment of a human corpse on Thursday Investigators identified,-0.5583760142326355,2024-01-26,https://www.nydailynews.com/2024/01/26/brooklyn-woman-with-freezer-full-of-body-parts-charged-victim-idd-as-sex-offender-police/
Brother of man found dismembered in Brooklyn refrigerator says he was no drug dealer,Police last week found 40-year-old Kawsheen Gelzers dismembered decapitated corpse inside a taped-up fridge in,-0.24657121343255994,2024-01-28,https://www.nydailynews.com/2024/01/28/brother-of-man-found-dismembered-in-brooklyn-refrigerator-says-he-was-no-drug-dealer/
Man accused of stalking Taylor Swift arrested for third time in a week,According to court documents he has been spotted near Swifts townhouse dozens of times in the past two months,-0.2462671752796517,2024-01-24,https://www.cbsnews.com/newyork/news/taylor-swift-alleged-stalker-arrested-again/
LI doc George Blatti sentenced to 5-15 years in prison for prescribing deadly opioid doses,George Blatti 78 was sentenced after pleading guilty to five counts of second-degree manslaughter for,-0.6753687858581543,2024-01-23,https://www.nydailynews.com/2024/01/23/long-island-overdose-doctor-george-blatti-prison-sentence/
Eyewitness to Jam Master Jays killing testifies,Tony Rincon who was also shot that night described what happened in the legendary Run-DMC DJs studio in Queens,-0.2119483816786527,2024-01-31,https://www.cbsnews.com/newyork/news/eyewitness-to-jam-master-jays-murder-expected-to-testify/
8-year-old boy struck and killed by school bus in Rockland County,It happened on Monday night on Clinton Avenue in the village of New Square,-0.6261874437332153,2024-01-30,https://www.cbsnews.com/newyork/news/8-year-old-boy-struck-and-killed-by-school-bus-in-rockland-county/
Man accused of pepper spraying 70-year-old at NYC church,Police say a 70-year-old church volunteer tried to stop a man who was disrupting service,-0.6252993941307068,2024-01-24,https://www.cbsnews.com/newyork/news/new-york-city-church-volunteer-pepper-sprayed/
MTAs new pilot program to fight fare evasion focuses on emergency exit gates,Romny Smith reporting on a new MTA pilot program\xa0\n,0.06150898117391179,2024-01-30,https://www.nbcnewyork.com/news/mtas-new-pilot-program-to-fight-fare-evasion-focuses-on-emergency-exit-doors/5088239/
Fatal shooting by Brooklyn smoke shop may be strange mistaken identity friend misunderstanding cops,A man recently killed outside a Brooklyn smoke shop was the friend of the shooter,-0.7083585858345032,2024-01-25,https://www.nydailynews.com/2024/01/23/brooklyn-fatal-shooting-smoke-shop-desmond-francis-mistaken-identity/
Harlem child sex assault suspect ordered held at Rikers on $25K cash bail,A Harlem man accused of sexually assaulting a 10-year-old girl he met on an app,-0.5938972234725952,2024-01-25,https://www.nydailynews.com/2024/01/25/harlem-child-sex-assault-suspect-ordered-held-at-rikers-on-25k-cash-bail/
Driver arrested for Upper West Side crash that killed elderly pedestrian,A driver has been arrested for slamming into an 89-year-old man crossing an Upper West,-0.5983115434646606,2024-02-01,https://www.nydailynews.com/2024/02/01/driver-arrested-for-upper-west-side-crash-that-killed-elderly-pedestrian/
2 students stabbed at Queens high school gun recovered at scene Police,Two students were stabbed during the middle of the day at a Queens high school according to police and a gun was recovered at the scene\n,-0.2193747037641991,2024-02-01,https://www.nbcnewyork.com/news/local/2-students-stabbed-at-queens-high-school-gun-recovered-at-scene-police/5096967/
Jury hears about tense moments between Michelle Troconis and Fotis Dulos,Sgt John Beauton said he watched Troconis closely in the minutes leading up to the couples arrest,-0.05793499988925532,2024-01-30,https://www.cbsnews.com/newyork/news/conn-state-police-sergeant-testifies-about-tense-moments-between-michelle-troconis-and-fotis-dulos/
7 suspected brothels in Queens shut down police say,The mayor says the so-called massage parlors were deplorable,-0.8778377771377563,2024-01-25,https://www.cbsnews.com/newyork/news/roosevelt-avenue-massage-parlors-shut-down-brothels/
Repeat offender arrested twice in one week on NYC subway Police,A 38-year-old man was arrested twice within a span of four days for separate incidents on the New York City subway said police\n,-0.5285112261772156,2024-01-26,https://www.nbcnewyork.com/news/local/repeat-offender-arrested-twice-in-one-week-on-nyc-subway-police/5078952/
NYPD makes arrest in crash that killed 14-year-old boy in Brooklyn,Christian Antoine was headed home when police say a Mercedes Benz hit him on Glenwood Road and East 81st during a chain-reaction crash,-0.5067558884620667,2024-01-28,https://www.cbsnews.com/newyork/news/nypd-makes-arrest-in-saturday-night-in-crash-killed-14-year-old-boy-in-brooklyn/
Man pepper-sprays elderly congregant at Manhattan church police,A man disturbed a service at a lower Manhattan church by walking up and spitting,-0.683224618434906,2024-01-24,https://www.nydailynews.com/2024/01/24/man-pepper-sprays-elderly-congregant-at-manhattan-church-police/
Dozen Queens massage parlors eyed as brothels get shut down after NYPD stings,The NYPD closed a dozen Queens massage parlors that have been accused of being brothels,-0.6884439587593079,2024-01-26,https://www.nydailynews.com/2024/01/26/cops-shut-down-dozen-queens-massage-parlors-accused-of-being-brothels/
Two students stabbed in Queens high school stairwell gun recovered from victim,A 17-year-old\xa0student was stabbed in the shoulder while the other also 17 was wounded in,-0.5442166328430176,2024-02-01,https://www.nydailynews.com/2024/02/01/two-students-stabbed-outside-queens-high-school-one-critically-hurt/
Woman who was in studio when Jam Master Jay was murdered testifies,Yarrah Concepcion was brought to tears as she testified Thursday in the trial of two men charged in the 2002 killing\u200b,-0.23807930385651943,2024-02-02,https://www.cbsnews.com/newyork/news/jam-master-jay-murder-trial-yarrah-concepcion/
Dismembered body found inside fridge in Brooklyn apartment,A woman wanted on several larceny warrants was taken into custody,-0.22919503966951638,2024-01-24,https://www.cbsnews.com/newyork/news/dismembered-body-brooklyn-fridge/
2 from NYC die in violent Long Island wreck,Two people from Queens are dead in a violent Long Island wreck that left their vehicle flattened on its side against a tree authorities say The victims 19-year-old Jevon Lyken of South Richmond and 18-year-old Debarpita Dey of Corona were both pronounced dead at the scene of the 540 am Sunday crash on the Southern State Parkway in Babylon State\n,-0.702298104763031,2024-01-29,https://www.nbcnewyork.com/news/local/long-island-southern-state-parkway-crash-two-dead-babylon/5084406/
Unlicensed driver arrested after crash kills 14-year-old walking block from NYC home NYPD,Police said a 45-year-old man was arrested following a crash that left a 14-year-old boy dead and two drivers in the hospital \n,-0.7510548830032349,2024-01-28,https://www.nbcnewyork.com/news/local/unlicensed-driver-arrested-after-crash-kills-14-year-old-walking-block-from-nyc-home-nypd/5082467/
Two students stabbed at Queens high school,Video showed a brawl break out in the hallways at the school in Queens Village as students were between periods NBC New Yorks Pei-Sze Cheng reports\n,-0.5786539912223816,2024-02-01,https://www.nbcnewyork.com/news/two-students-stabbed-at-queens-high-school/5097049/
2 women injured in Queens shooting,Authorities believe it may have been a drive-by,-0.4963545799255371,2024-01-27,https://www.cbsnews.com/newyork/news/jamaica-queens-shooting-women-injured/
Motorist strikes boys 5 and 8 and woman in Manhattan hit-and-run near Times Square,The hit-and-run driver of a black Toyota sedan struck the boys ages 5 and 8,-0.2488623051767398,2024-01-20,https://www.nydailynews.com/2024/01/20/motorist-strikes-boys-5-and-8-and-woman-in-midtown-manhattan-hit-and-run/
Convicted killer charged in Brooklyn broad-daylight shooting attack and rival rundown,Luis Rosario 30 didnt let a manslaughter conviction and prison stint keep him from a,-0.6886345744132996,2024-01-24,https://www.nydailynews.com/2024/01/24/convicted-killer-charged-in-brooklyn-broad-daylight-shooting-attack-and-rival-rundown/
NYC man fatally stabbed uncle in ongoing argument about bathroom DA,A Harlem man who stabbed his uncle to death in their shared apartment killed him,-0.7782655358314514,2024-01-21,https://www.nydailynews.com/2024/01/21/nyc-man-fatally-stabbed-uncle-in-ongoing-argument-about-bathroom-d-a/
Brooklyn couple’s apparent murder-suicide baffles friends neighbors,Jason Jackson and his girlfriend Olga Kirshenbaum both 34 were found dead in their Park,-0.5266291499137878,2024-01-28,https://www.nydailynews.com/2024/01/28/brooklyn-couples-apparent-murder-suicide-baffles-friends-neighbors/
Man 21 shot to death in basement of Brooklyn apartment building,The victim was shot in the torso in a basement on President St near Utica,-0.5324906706809998,2024-01-30,https://www.nydailynews.com/2024/01/30/man-21-shot-to-death-in-basement-of-brooklyn-apartment-building/
Singer at Run-DMC’s Jam Master Jay murder trial weeps describing his death,Aspiring singer Yarrah Concepcion broke down Thursday as she described the gruesome 2002 fatal shooting,-0.7693347930908203,2024-02-01,https://www.nydailynews.com/2024/02/01/singer-at-run-dmcs-jam-master-jay-murder-trial-weeps-describing-his-death/
NYC delivery worker faces down machete as three men get away with dinner NYPD,A trio of machete-wielding robbery suspects is wanted in the Bronx for a terrifying dinner theft earlier this month according to police The NYPD released images over the weekend of a Jan 7 incident where police said three people robbed a delivery worker on 166th Street and Ogden Avenue in the Highbridge neighborhood Just after 10 pm the trio reportedly\n,-0.59609055519104,2024-01-28,https://www.nbcnewyork.com/news/local/nyc-delivery-worker-faces-down-machete-as-three-men-get-away-with-dinner-nypd/5082166/
Friends of Staten Island man accused of mom’s murder left in disbelief,Friends of a Staten Island man recently accused of murdering his mother Rosalie Sutera 82,-0.7408873438835144,2024-01-29,https://www.nydailynews.com/2024/01/29/friends-staten-island-man-carl-sutera-cant-believe-killed-mom-rosalie-sutera/
2 teenagers injured in stabbing at Queens high school 3 in custody,Students say the school went into lockdown for about an hour before they were dismissed,-0.5555903911590576,2024-02-02,https://www.cbsnews.com/newyork/news/student-in-custody-after-stabbing-at-martin-van-buren-high-school-in-queens/
2 men exonerated for 1987 murder in Times Square,News 4 New Yorks Sarah Wallace with the details\xa0\n,0.07687773285418587,2024-01-31,https://www.nbcnewyork.com/news/2-men-exonerated-for-1987-murder-in-times-square/5094264/
Minivan driver charged with manslaughter for DWI crash into Brooklyn pedestrian,Gary Turner 47 was heading west on Glenwood Road when he slammed into Luis Garcia,-0.5788208246231079,2024-02-01,https://www.nydailynews.com/2024/02/01/driver-arrested-striking-killing-pedestrian-brooklyn/
Funeral homes in Tri-State Area accused of misleading customers,The FTC says it conducted its first undercover phone sweep of more than 250 funeral homes nationwide,-0.6558806896209717,2024-01-26,https://www.cbsnews.com/newyork/news/funeral-homes-misleading-pricing-new-york-new-jersey-connecticut/
Staten Island sees 11% drop in car thefts thanks to new NYPD approach,Last year alone car thefts increased by 15% across New York City but on Staten Island they dropped by 11%,0.24110703188181049,2024-02-02,https://www.cbsnews.com/newyork/news/staten-island-car-theft-decrease/
Migrants in NYPD Times Square attack board buses to California after release on bail Sources,Another suspect was arrested in connection with an attack on two NYPD officers in Times Square over the weekend bringing the total to seven — and sources say that some suspects have since used aliases to board buses for the West Coast after being released on bail Yohenry Brito was arraigned Thursday on second-degree assault and obstruction charges for his\n,-0.24803033013662557,2024-02-01,https://www.nbcnewyork.com/news/local/nypd-officers-attack-times-square-kathy-hochul-comment/5096624/
L train service resumes after childs trip-and-fall,Riders on the L line are finding their regular Tuesday morning commutes disrupted There was no service between Brooklyn and Manhattan for a time after a 12-year-old boy tripped and fell into the northbound tracks at Metropolitan Avenue police said It happened as the train was entering the station and he rolled underneath the platform overhang avoiding contact with the\n,-0.6704960465431213,2024-01-30,https://www.nbcnewyork.com/news/local/l-train-service-suspended-between-manhattan-brooklyn/5088045/
Mayor Adams elected officials media join NYPD for ride-along,The mayor wants to convince City Council leaders not to overturn his veto on the How Many Stops Act,0.10507051121516042,2024-01-27,https://www.cbsnews.com/newyork/news/nypd-ride-along-how-many-stops-act-mayor-eric-adams-new-york-city-council/
Man stabbed in head with screwdriver in Times Square over cigarette,The 31-year-old victim was outside a parking garage when a stranger walked up and asked,-0.2499981413121155,2024-01-24,https://www.nydailynews.com/2024/01/24/man-stabbed-in-head-with-screwdriver-in-times-square-over-cigarette/
Man 36 fatally shot in Brooklyn smoke shop,The victim was shot in the abdomen near Ralph and Sutter Aves in Brownsville around,-0.24998806597373857,2024-01-22,https://www.nydailynews.com/2024/01/22/man-36-shot-to-death-on-brooklyn-street/
MS-13 gang member who butchered teen in Queens park gets 35 years,MS-13 member Josue Leiva who butchered 16-year-old Julio Vasquez with a machete to get a,-0.7994929552078247,2024-01-23,https://www.nydailynews.com/2024/01/23/ms-13-gang-member-who-butchered-teen-in-queens-park-gets-35-years/
Driver indicted in Manhattan rampage that hurt ‘Black Panther actress 8 others,A 44-year-old New Jersey man has been indicted in connection with a vehicular rampage in Manhattan that injured nine pedestrians including s Day Mohamed Alaouie is charged with assault aggravated vehicular assault reckless endangerment and criminal possession of a controlled substance in the frenzy that tore through midtown,-0.7472949624061584,2024-01-30,https://www.nbcnewyork.com/news/local/manhattan-car-crash-outdoor-dining-actress-struck-arrest/5088312/
Neighbors describe Brooklyn apartment where dismembered body was found as troubled,One neighbor heard Heather Stines exclaiming Oh my God Im going to jail as cops,-0.7717815041542053,2024-01-24,https://www.nydailynews.com/2024/01/24/neighbors-describe-brooklyn-apartment-where-dismembered-body-was-found-as-troubled/
JetBlue Unruly customer restrained by other passengers on flight from London to NYC,An unruly JetBlue Airways passenger on Tuesday was restrained by multiple fliers and turned over to law enforcement upon landing in New York City from London the airline said\n,-0.6571506857872009,2024-02-01,https://www.nbcnewyork.com/news/national-international/jetblue-unruly-customer-restrained-by-other-passengers-on-flight-from-london-to-nyc/5097296/
Bronx day care owner appears in court for hearing on murder charge,Grei Mendez was arrested in October on murder and drug charges for the death of 1-year-old Nicholas Dominici,-0.5846903324127197,2024-01-30,https://www.cbsnews.com/newyork/news/bronx-day-care-owner-criminal-court-murder-charge-hearing/
Search for 7 more suspects after officers were attacked,Two officers were hurt when chaos erupted outside a migrant shelter in Times Square over the weekend\n,-0.7022074460983276,2024-01-31,https://www.nbcnewyork.com/news/search-for-7-more-suspects-after-officers-were-attacked/5091413/
Knife bloody sweatshirt found in backpack of accused Queens serial stabber Jermain Rigueur,In the backpack of accused Queens serial stabber Jermain Rigueur cops found a bloody hooded,-0.5021700859069824,2024-01-19,https://www.nydailynews.com/2024/01/19/knife-bloody-sweatshirt-found-in-backpack-of-accused-queens-serial-stabber-jermain-rigueur/
Homeless man admits to deadly machete attack in Long Island laundromat after argument,A homeless man admitted to killing another man inside a Long Island laundromat after an argument led to a machete attack according to the district attorney\n,-0.8107119798660278,2024-01-31,https://www.nbcnewyork.com/news/local/crime-and-courts/homeless-man-admits-to-deadly-machete-attack-in-long-island-laundromat-after-argument/5093444/
‘Greed and revenge Prosecutors lay out opening arguments in murder of Run DMC”s Jam Master Jay,The trial for the men accused of killing Run DMCs Erica Byfield reports\n,-0.24004464876583143,2024-01-29,https://www.nbcnewyork.com/news/greed-and-revenge-prosecutors-lay-out-opening-arguments-in-murder-of-run-dmcs-jam-master-jay/5086040/
Suspect nabbed in 2015 gang-tied shooting execution of Bronx mom of 5 relieving partner kin,Lasalle Herman 34 was arrested Tuesday for the March 4 2015 shooting death of Michelle,-0.5291237831115723,2024-02-01,https://www.nydailynews.com/2024/01/31/suspect-nabbed-in-2015-shooting-execution-of-bronx-mom-of-five/
What does the ‘How Many Stops Act do and why is it controversial?,The New York City Council could override a veto from Mayor Eric Adams on what has been called the s a breakdown\n,-0.14294492152435723,2024-01-29,https://www.nbcnewyork.com/news/politics/nyc-council-may-override-adams-veto-on-how-many-stops-act-what-it-all-means/5086687/
14-year-old killed by unlicensed driver in Brooklyn police say,Police say 14-year-old Christian Antoine was struck and killed Saturday evening in Canarsie,-0.70448237657547,2024-01-28,https://www.cbsnews.com/newyork/news/14-year-old-boy-struck-and-killed-by-unlicensed-driver-in-chain-reaction-crash-in-brooklyn-police-say/
Man who tried to enter Taylor Swift’s NYC townhouse returns two days later,A man caught trying to enter Taylor Swift’s Tribeca townhouse over the weekend returned to,-0.1081743500450294,2024-01-22,https://www.nydailynews.com/2024/01/22/man-again-tries-enter-taylor-swift-tribeca-townhouse/
Eyewitness to killing of Run-DMCs Jam Master Jay testifies ‘Then I see Jay just fall,Uriel Rincon told jurors in the trial that Jam Master Jay born Jason Mizell was in his studios godson Rincon said\n,-0.11030218151796234,2024-01-31,https://www.nbcnewyork.com/news/local/crime-and-courts/eyewitness-to-killing-of-run-dmcs-jam-master-jay-testifies-then-i-see-jay-just-fall/5093738/
SUV driver flees scene after striking woman in Queens killing her,Police are looking for an SUV driver who hit a 61-year-old woman walking on a Queens street Thursday and fled the scene authorities say The woman who has not been identified was pronounced dead at a hospital shortly after the 645 am accident on 37th Avenue in Jackson Heights She had been walking north on 90th Street when she was\n,-0.6354263424873352,2024-02-01,https://www.nbcnewyork.com/news/local/jackson-heights-crash-queens-nypd/5095777/
Skeleton found in Queens basement is human medical examiner,A construction crew was cleaning out the basement of the home on Jamaica Ave near,-0.06846686526423795,2024-01-30,https://www.nydailynews.com/2024/01/30/skeleton-found-in-queens-basement-is-human-medical-examiner/
Human skeletal remains found in basement of Queens building Police,The skeletal remains of a person were found in the basement of a Queens building police said\n,-0.12322091684086445,2024-01-29,https://www.nbcnewyork.com/news/local/human-skeletal-remains-found-in-basement-of-queens-building-police/5086492/
Lawmaker hit by driver in Queens calling for safer streets,The driver whose view had been obstructed by a car parked near the 35th Avenue crosswalk stopped to help,-0.14901559507699957,2024-01-26,https://www.cbsnews.com/newyork/news/lawmaker-struck-in-crosswalk-queens/
AI company hired to clone Mayor Adams voice linked to Biden deepfake researchers say,In October Mayor Adams announced he’d hired ElevenLabs an artificial intelligence start-up to create a series of robocalls which made it seem like he could speak several foreign languages Three months later ElevenLabs is in the news again — this time for an alleged connection to a political dirty trick\n,-0.22357047194057245,2024-02-01,https://www.nbcnewyork.com/investigations/ai-company-hired-to-clone-mayor-adams-voice-linked-to-biden-deepfake-researchers-say/5093499/
Migrant accused of fighting NYPD cops held on bail unlike five other suspects,Yohenry Brito 24 was the man the officers were seen attempting to place under arrest,-0.23045215670398633,2024-02-01,https://www.nydailynews.com/2024/02/01/two-more-suspects-nabbed-in-beatdown-of-nypd-cops-outside-migrant-shelter/
Woman killed man critical after Brooklyn apartment stabbing dead dog found near scene,A Brooklyn woman was fatally stabbed and a man was wounded — and a dead,-0.7701519131660461,2024-01-20,https://www.nydailynews.com/2024/01/20/woman-killed-man-critical-after-brooklyn-apartment-stabbing/
NY City Council overrides Mayor Adams veto of ‘How Many Stops Act,In a vote that passed 42-9 New York City Council voted to override Mayor Eric Adamss Melissa Russo reports\n,-0.19146785242206477,2024-01-30,https://www.nbcnewyork.com/news/ny-city-council-overrides-mayor-adams-veto-of-how-many-stops-act/5089659/
Police raid alleged Queens brothels disguised as massage parlors or other illegal businesses,The NYPD conducted raids on multiple alleged brothels in Queens posing as massage parlors or other businesses with at least half a dozen storefronts in just one neighborhood alone involved in the prostitution sting\n,-0.5037082433700562,2024-01-26,https://www.nbcnewyork.com/news/local/police-raid-alleged-queens-brothels-disguised-as-massage-parlors-or-other-illegal-businesses/5078197/
Victim recounts terrifying Long Island home invasion,The culprits are a trio disguised as utility workers,-0.8273602724075317,2024-01-30,https://www.cbsnews.com/newyork/news/victim-recounts-terrifying-long-island-home-invasion-its-a-miracle-that-im-alive/
NYPD Academy recruit in Brooklyn prostitution arrest,Diangelo Pena 26 was issued a desk appearance ticket and released after his arrest in,-0.0930669304026388,2024-01-25,https://www.nydailynews.com/2024/01/25/nypd-recruit-in-brooklyn-prostitution-arrest/
Man accused of raping 10-year-old girl in Manhattan arrested,Drequan Drayton-Howard faces multiple charges including rape and endangering the welfare of a child,-0.7095175385475159,2024-01-24,https://www.cbsnews.com/newyork/news/manhattan-child-rape-arrest/
Jam Master Jay murder trial to start Monday in Brooklyn with jury selection,More than two decades after assassins burst into Jam Master Jays Queens music studio and,-0.2492424100429247,2024-01-21,https://www.nydailynews.com/2024/01/21/jam-master-jay-murder-trial-to-start-monday-in-brooklyn-with-jury-selection/
Ex-wiseguy ‘Goldie’ Leisenheimer who helped convict crime boss Joseph Massino gets time served handshake from judge,Duane Leisenheimer 67 whose testimony helped push Bonanno boss Joseph Massino into becoming one of,0.1208697009467663,2024-01-30,https://www.nydailynews.com/2024/01/30/ex-wiseguy-goldie-leisenheimer-helped-convict-joe-massino-handshake-federal-judge/
Bronx man brutalized woman in empty Mott Haven office before corpse found in East Tremont home NYPD,Ex-con Deshawn Owens snuck his girlfriend into an empty Mott Haven office tied her to,-0.5407900810241699,2024-01-27,https://www.nydailynews.com/2024/01/27/bronx-man-brutalized-woman-in-empty-mott-haven-office-before-corpse-found-in-east-tremont-home-nypd/
Mayor Adams makes last pitch for veto of How Many Stops Act,Critics say the bill would slow down police work but supporters believe it will bring more transparency to the NYPD\u200b,0.16662929321378428,2024-01-30,https://www.cbsnews.com/newyork/news/watch-nyc-mayor-eric-adams-makes-last-pitch-to-maintain-veto-of-how-many-stops-act/
Two men 28 and 37 killed in Brooklyn in separate Crown Heights Brownsville shootings,Two men died in two Brooklyn shootings said cops A slaying in Crown Heights was,-0.6821001172065735,2024-01-25,https://www.nydailynews.com/2024/01/25/two-men-killed-in-brooklyn-in-separate-in-crown-heights-brownsville-shootings/
At least 2 teenagers facing charges in Queens high school stabbing,At least two teenagers are facing charges in connection to a stabbing at a Queens high school CBS New Yorks Ali Bauman has more on the rise of weapons in classrooms Read more https//cbslocal/3HH0zKf,-0.24408615082914764,2024-02-02,https://www.cbsnews.com/newyork/video/at-least-2-teenagers-facing-charges-in-queens-high-school-stabbing/
Trio of phony utility workers wanted for Long Island home invasion,Police are looking for a trio of armed men who dressed as utility workers in order to carry out a terrifying home invasion on Long island NBC New Yorks Pei-Sze Cheng reports\n,-0.7240803241729736,2024-01-30,https://www.nbcnewyork.com/news/trio-of-phony-utility-workers-wanted-for-long-island-home-invasion/5090298/
Man’s dismembered body found in Brooklyn apartment refrigerator,Cops made the horrifying discovery in Flatbush after being called to do a wellness check,-0.5592451095581055,2024-01-24,https://www.nydailynews.com/2024/01/23/mans-dismembered-body-found-in-brooklyn-apartment/
Brooklyn woman sets 73-year-old neighbor on fire over unpaid debt,Denise Wylie 62 went to collect the debt from her downstairs neighbor in their apartment,-0.5293067097663879,2024-01-30,https://www.nydailynews.com/2024/01/30/brooklyn-woman-sets-73-year-old-neighbor-on-fire-over-unpaid-debt/
Juror in Michelle Troconis trial replaced with alternate after notifying court of emergency,A juror in the Michelle Troconis trial needed to leave the country today to attend to an emergency and the court has chosen a member of the alternate jury pool to replace the juror the judge announced as the trial was beginning on Monday morning Two jurors had already been dismissed earlier in the trial The judge had dismissed an\n,-0.14976132951951726,2024-01-29,https://www.nbcnewyork.com/news/national-international/lead-investigator-into-disappearance-of-jennifer-dulos-expected-to-take-stand-on-monday/5084438/
Jam Master Jay’s accused killer won’t have rap lyrics used against him judge,Judge LaShann DeArcy Hall said her courtroom would not be a place where defendants would,-0.22848405160203455,2024-01-30,https://www.nydailynews.com/2024/01/30/jam-master-jays-accused-killer-wont-have-rap-lyrics-used-against-him-judge/
Bystander shot on Queens street after gunman misses intended target NYPD,The victim 61 was outside the Market Fresh Supermarket on Sutphin Blvd near 109th Ave,-0.16381313097866723,2024-01-26,https://www.nydailynews.com/2024/01/26/bystander-shot-on-queens-street-after-gunman-misses-intended-target-nypd/
Trump gears up to take the stand as E Jean Carroll’s NYC defamation case continues,Trump who is expected to return to Manhattan Federal Court on Monday as Carroll’s case,0.0794394782862895,2024-01-22,https://www.nydailynews.com/2024/01/22/recap-e-jean-carrol-trump-sexual-assault-defamation-sdny/
Subway system assaults at highest level in over 25 years NYPD says,These reported assaults have been increasing for nearly a decade now,-0.7716495394706726,2024-01-30,https://www.cbsnews.com/newyork/news/new-york-city-subway-system-assaults/
Protest held after death of detainee on Rikers Island,Manuel Luna died last week after he was found unresponsive in his cell Hes the second detainee to die this year,-0.8104997873306274,2024-01-26,https://www.cbsnews.com/newyork/news/manuel-luna-rikers-island-death-rally-protest/
Woman fatally shot inside home in Ramapo New York suspect dead,Ramapo Police officers were sent to a home in the Hillcrest section Wednesday morning for a report of gunshots,-0.24674803885636365,2024-01-31,https://www.cbsnews.com/newyork/news/1-person-hospitalized-after-shooting-in-ramapo-new-york/
Hochul on Times Square attack on NYPD cops ‘Get them all and send them back,Hochul on Times Square attack on NYPD cops \n,-0.5659841895103455,2024-02-01,https://www.nbcnewyork.com/news/local/hochul-on-times-square-attack-on-nypd-cops-get-them-all-and-send-them-back/5096756/
Bronx woman charged with manslaughter newborn twin found stuffed in bag,Lasasha Gouldbourne 31 is also facing charges of criminally negligent homicide assault and acting in,-0.7754982709884644,2024-01-31,https://www.nydailynews.com/2024/01/31/bronx-woman-charged-with-manslaughter-after-newborn-found-stuffed-in-bag/
Daredevil driver charged with killing 2 passengers in Bronx donut stunt,The 23-year-old driver whose two passengers were killed when he crashed doing donuts at a,-0.7863743305206299,2024-01-26,https://www.nydailynews.com/2024/01/26/daredevil-driver-charged-with-killing-2-passengers-in-bronx-donut-stunt/
Councilmember Yusef Salaam says NYPD stopped him in Harlem refused to give reason why,Councilmember Yusef Salaam a member of the exonerated “Central Park Five\n,-0.226372317350922,2024-01-27,https://www.nbcnewyork.com/news/local/councilmember-yusef-salaam-says-nypd-stopped-him-in-harlem-refused-to-give-reason-why/5080587/
NYPD stop of Yusef Salaam sparks debate as pols ready to buck Mayor Adams on How Many Stops Act,After his account of being pulled over by cops prompted the NYPD to release video,-0.12071501125083373,2024-01-28,https://www.nydailynews.com/2024/01/28/after-nypd-cops-pull-over-yusef-salaam-allies-focus-on-reason-for-stop/
Taylor Swifts stalker saga highlights vulnerabilities in system,Data shows about 12% of domestic violence murder victims have an active restraining order at the time of the crime,-0.7608887553215027,2024-01-25,https://www.cbsnews.com/newyork/news/taylor-swift-stalker-domestic-violence-restraining-orders/
Driver indicted in Midtown rampage that left 9 injured,Mohammed Alaouie is accused of injuring nine people by recklessly driving through crowded sidewalks\u200b and streets,-0.8201650381088257,2024-01-30,https://www.cbsnews.com/newyork/news/mohammed-alaouie-indicted-reckless-driving-midtown/
